Date,Ticker,Name,Country,Open,High,Low,Close,Volume
2020-01-31,^GSPC,S&P 500,USA,3426.28,3445.28,3420.94,3425.98,4799943010.0
2020-02-03,^GSPC,S&P 500,USA,3467.08,3470.63,3435.33,3452.77,1527312332.0
2020-02-04,^GSPC,S&P 500,USA,3483.6,3492.23,3464.11,3477.93,3119253038.0
2020-02-05,^GSPC,S&P 500,USA,3532.76,3533.69,3505.32,3519.64,3883551292.0
2020-02-06,^GSPC,S&P 500,USA,3533.51,3551.53,3509.95,3544.82,4615863590.0
2020-02-07,^GSPC,S&P 500,USA,3606.54,3642.61,3602.34,3611.41,1212163748.0
2020-02-10,^GSPC,S&P 500,USA,3573.96,3574.1,3553.16,3553.66,2484027322.0
2020-02-11,^GSPC,S&P 500,USA,3554.85,3564.13,3536.69,3551.87,4642304698.0
2020-02-12,^GSPC,S&P 500,USA,3602.9,3635.22,3582.85,3611.17,2014866755.0
2020-02-13,^GSPC,S&P 500,USA,3635.65,3647.74,3611.62,3636.06,1630866216.0
2020-02-14,^GSPC,S&P 500,USA,3560.38,3608.41,3536.31,3582.2,4436974717.0
2020-02-17,^GSPC,S&P 500,USA,3575.53,3612.25,3528.19,3551.48,4028532430.0
2020-02-18,^GSPC,S&P 500,USA,3563.18,3566.83,3540.21,3549.1,1754901430.0
2020-02-19,^GSPC,S&P 500,USA,3451.27,3463.42,3425.38,3460.73,3002647710.0
2020-02-20,^GSPC,S&P 500,USA,3425.43,3431.87,3404.62,3428.93,1471631764.0
2020-02-21,^GSPC,S&P 500,USA,3422.84,3434.07,3414.01,3428.41,4803645993.0
2020-02-24,^GSPC,S&P 500,USA,3490.54,3504.49,3461.55,3494.28,3672920018.0
2020-02-25,^GSPC,S&P 500,USA,3510.34,3542.64,3507.44,3530.62,2858613196.0
2020-02-26,^GSPC,S&P 500,USA,3478.39,3485.68,3466.51,3483.45,
2020-02-27,^GSPC,S&P 500,USA,3496.97,3498.31,3488.72,3489.01,1352130621.0
2020-02-28,^GSPC,S&P 500,USA,3481.48,3492.28,3454.37,3484.54,1390317379.0
2020-03-02,^GSPC,S&P 500,USA,3423.37,3427.19,3386.09,3418.66,4399032085.0
2020-03-03,^GSPC,S&P 500,USA,3430.9,3447.18,3394.16,3422.38,2561449484.0
2020-03-04,^GSPC,S&P 500,USA,3447.19,3487.27,3446.36,3460.14,1585123951.0
2020-03-05,^GSPC,S&P 500,USA,3485.13,3494.06,3479.88,3487.94,4996800864.0
2020-03-06,^GSPC,S&P 500,USA,3502.89,3504.58,3481.63,3497.28,3986441563.0
2020-03-09,^GSPC,S&P 500,USA,3264.69,3302.24,3258.05,3264.96,4241277659.0
2020-03-10,^GSPC,S&P 500,USA,3201.8,3213.7,3183.65,3185.49,4587699240.0
2020-03-11,^GSPC,S&P 500,USA,3118.36,3131.89,3108.98,3120.2,1221796481.0
2020-03-12,^GSPC,S&P 500,USA,2871.05,2878.24,2869.37,2876.92,1483611394.0
2020-03-13,^GSPC,S&P 500,USA,2767.22,2776.5,2757.75,2767.23,4680428487.0
2020-03-16,^GSPC,S&P 500,USA,2607.47,2620.17,2601.12,2606.87,1495917731.0
2020-03-17,^GSPC,S&P 500,USA,2491.62,2505.16,2486.21,2498.11,2539590102.0
2020-03-18,^GSPC,S&P 500,USA,2474.93,2477.62,2472.81,2475.85,2733042105.0
2020-03-19,^GSPC,S&P 500,USA,2473.56,2484.84,2461.31,2463.02,2286403237.0
2020-03-20,^GSPC,S&P 500,USA,2338.74,2342.82,2329.47,2332.05,2032492357.0
2020-03-23,^GSPC,S&P 500,USA,2239.17,2250.31,2210.11,2221.7,3025557291.0
2020-03-24,^GSPC,S&P 500,USA,2194.07,2203.13,2169.67,2196.39,2176448564.0
2020-03-25,^GSPC,S&P 500,USA,2196.95,2210.7,2182.74,2189.91,4585131511.0
2020-03-26,^GSPC,S&P 500,USA,2186.3,2189.07,2170.55,2176.12,2932736193.0
2020-03-27,^GSPC,S&P 500,USA,2260.26,2263.92,2241.3,2242.83,3328394744.0
2020-03-30,^GSPC,S&P 500,USA,2281.3,2286.36,2271.65,2271.92,2993459572.0
2020-03-31,^GSPC,S&P 500,USA,2301.4,2305.4,2294.67,2301.05,2749570662.0
2020-04-01,^GSPC,S&P 500,USA,2277.61,2284.54,2274.68,2278.25,4155545545.0
2020-04-02,^GSPC,S&P 500,USA,2272.64,2286.49,2264.93,2275.84,3538370766.0
2020-04-03,^GSPC,S&P 500,USA,2244.58,2258.12,2231.01,2252.17,2546027040.0
2020-04-06,^GSPC,S&P 500,USA,2252.7,2253.52,2245.19,2251.3,3439196041.0
2020-04-07,^GSPC,S&P 500,USA,2255.51,2282.62,2252.92,2259.88,4699266856.0
2020-04-08,^GSPC,S&P 500,USA,2289.37,2301.49,2284.42,2290.56,4951590151.0
2020-04-09,^GSPC,S&P 500,USA,2280.11,2299.79,2243.13,2288.06,4395108526.0
2020-04-10,^GSPC,S&P 500,USA,2281.21,2284.19,2279.14,2281.31,2142076094.0
2020-04-13,^GSPC,S&P 500,USA,2278.41,2289.53,2278.4,2286.1,4394895903.0
2020-04-14,^GSPC,S&P 500,USA,2322.99,2325.24,2312.65,2318.29,2565504844.0
2020-04-15,^GSPC,S&P 500,USA,2267.77,2294.77,2252.01,2283.68,4882298740.0
2020-04-16,^GSPC,S&P 500,USA,2279.0,2300.07,2274.71,2281.49,3448640983.0
2020-04-17,^GSPC,S&P 500,USA,2259.08,2268.19,2258.46,2260.28,3666076202.0
2020-04-20,^GSPC,S&P 500,USA,2306.13,2324.67,2303.48,2309.35,2062214272.0
2020-04-21,^GSPC,S&P 500,USA,2330.2,2338.58,2318.02,2332.23,1380343696.0
2020-04-22,^GSPC,S&P 500,USA,2316.71,2325.54,2287.39,2311.28,1603970327.0
2020-04-23,^GSPC,S&P 500,USA,2317.93,2336.24,2308.98,2313.33,1824734349.0
2020-04-24,^GSPC,S&P 500,USA,2355.5,2360.42,2354.28,2354.6,3216460522.0
2020-04-27,^GSPC,S&P 500,USA,2390.37,2399.24,2386.56,2394.42,2528868852.0
2020-04-28,^GSPC,S&P 500,USA,2360.42,2367.98,2344.88,2356.45,3201495768.0
2020-04-29,^GSPC,S&P 500,USA,2312.55,2329.97,2311.05,2324.44,4376740877.0
2020-04-30,^GSPC,S&P 500,USA,2308.92,2324.95,2300.33,2313.04,3719378273.0
2020-05-01,^GSPC,S&P 500,USA,2268.83,2282.88,2264.37,2267.86,4541333886.0
2020-05-04,^GSPC,S&P 500,USA,2275.72,2287.8,2270.3,2277.6,3029149208.0
2020-05-05,^GSPC,S&P 500,USA,2297.4,2305.94,2289.08,2294.78,3387154508.0
2020-05-06,^GSPC,S&P 500,USA,2321.64,2327.94,2292.41,2327.75,1605584798.0
2020-05-07,^GSPC,S&P 500,USA,2334.91,2336.07,2326.07,2328.23,1103896783.0
2020-05-08,^GSPC,S&P 500,USA,2339.55,2339.72,2320.83,2332.08,4039602961.0
2020-05-11,^GSPC,S&P 500,USA,2338.16,2348.97,2327.31,2333.13,4454794807.0
2020-05-12,^GSPC,S&P 500,USA,2320.18,2323.55,2317.27,2318.33,3576741385.0
2020-05-13,^GSPC,S&P 500,USA,2315.41,2328.67,2307.83,2326.0,1778318508.0
2020-05-14,^GSPC,S&P 500,USA,2353.1,2359.5,2345.6,2358.63,4207115750.0
2020-05-15,^GSPC,S&P 500,USA,2397.64,2414.63,2385.46,2391.52,3159845287.0
2020-05-18,^GSPC,S&P 500,USA,2339.01,2346.79,2332.34,2343.66,1850095453.0
2020-05-19,^GSPC,S&P 500,USA,2319.96,2338.59,2300.0,2334.14,4334842882.0
2020-05-20,^GSPC,S&P 500,USA,2329.4,2334.66,2318.59,2324.44,2717058700.0
2020-05-21,^GSPC,S&P 500,USA,2369.55,2376.56,2362.46,2366.75,4461612053.0
2020-05-22,^GSPC,S&P 500,USA,2374.5,2375.5,2365.54,2366.17,4506938787.0
2020-05-25,^GSPC,S&P 500,USA,2380.48,2385.9,2364.3,2372.4,3424251820.0
2020-05-26,^GSPC,S&P 500,USA,2353.65,2365.87,2351.14,2356.49,1705680532.0
2020-05-27,^GSPC,S&P 500,USA,2391.57,2408.15,2368.7,2385.96,4408758609.0
2020-05-28,^GSPC,S&P 500,USA,2388.59,2406.0,2358.65,2385.12,3674036620.0
2020-05-29,^GSPC,S&P 500,USA,2377.97,2403.38,2372.34,2387.46,1616075418.0
2020-06-01,^GSPC,S&P 500,USA,2414.89,2426.3,2406.11,2421.59,2086370445.0
2020-06-02,^GSPC,S&P 500,USA,2384.25,2399.69,2382.53,2399.66,1609885332.0
2020-06-03,^GSPC,S&P 500,USA,2422.74,2425.14,2413.62,2416.05,2708863944.0
2020-06-04,^GSPC,S&P 500,USA,2383.06,2405.93,2378.35,2387.44,4363859274.0
2020-06-05,^GSPC,S&P 500,USA,2400.17,2423.95,2394.06,2395.53,2853049448.0
2020-06-08,^GSPC,S&P 500,USA,2362.11,2383.72,2350.15,2374.08,4880970409.0
2020-06-09,^GSPC,S&P 500,USA,2374.76,2387.62,2366.44,2385.63,4282280126.0
2020-06-10,^GSPC,S&P 500,USA,2400.69,2411.91,2392.05,2408.26,2175976592.0
2020-06-11,^GSPC,S&P 500,USA,2374.43,2385.1,2370.44,2383.27,2429453278.0
2020-06-12,^GSPC,S&P 500,USA,2358.9,2396.57,2348.49,2376.52,1680061644.0
2020-06-15,^GSPC,S&P 500,USA,2338.77,2352.05,2334.33,2339.55,1877290974.0
2020-06-16,^GSPC,S&P 500,USA,2312.15,2314.04,2301.1,2311.42,3208679091.0
2020-06-17,^GSPC,S&P 500,USA,2284.54,2291.08,2261.53,2288.69,1318504230.0
2020-06-18,^GSPC,S&P 500,USA,2279.5,2292.4,2272.53,2289.06,3940860365.0
2020-06-19,^GSPC,S&P 500,USA,2234.1,2235.75,2226.9,2229.83,4614786383.0
2020-06-22,^GSPC,S&P 500,USA,2232.81,2238.94,2228.78,2230.95,4094058023.0
2020-06-23,^GSPC,S&P 500,USA,2231.12,2241.39,2228.53,2233.32,3284367214.0
2020-06-24,^GSPC,S&P 500,USA,2194.76,2198.87,2185.04,2190.07,4466091623.0
2020-06-25,^GSPC,S&P 500,USA,2176.39,2195.89,2176.24,2191.29,2854400410.0
2020-06-26,^GSPC,S&P 500,USA,2221.74,2235.96,2209.48,2230.03,2569073050.0
2020-06-29,^GSPC,S&P 500,USA,2225.8,2226.63,2212.38,2219.22,2709438845.0
2020-06-30,^GSPC,S&P 500,USA,2205.8,2218.78,2192.74,2194.3,2456914930.0
2020-07-01,^GSPC,S&P 500,USA,2227.56,2229.4,2224.44,2226.92,4525473453.0
2020-07-02,^GSPC,S&P 500,USA,2224.28,2231.57,2210.91,2219.34,4670394642.0
2020-07-03,^GSPC,S&P 500,USA,2224.57,2230.6,2219.74,2222.28,4000320898.0
2020-07-06,^GSPC,S&P 500,USA,2226.09,2226.11,2219.7,2221.01,4858047369.0
2020-07-07,^GSPC,S&P 500,USA,2248.99,2251.29,2238.53,2245.99,2975356327.0
2020-07-08,^GSPC,S&P 500,USA,2236.81,2250.13,2217.24,2239.68,3347151283.0
2020-07-09,^GSPC,S&P 500,USA,2262.11,2267.16,2253.31,2266.11,1954815997.0
2020-07-10,^GSPC,S&P 500,USA,2256.99,2270.96,2242.78,2259.14,1806686336.0
2020-07-13,^GSPC,S&P 500,USA,2261.18,2270.73,2242.47,2255.23,3397033286.0
2020-07-14,^GSPC,S&P 500,USA,2215.32,2233.48,2192.42,2198.22,2579420428.0
2020-07-15,^GSPC,S&P 500,USA,2208.98,2219.9,2207.56,2210.68,3880197058.0
2020-07-16,^GSPC,S&P 500,USA,2253.59,2254.54,2233.08,2248.84,4542804976.0
2020-07-17,^GSPC,S&P 500,USA,2223.15,2243.37,2210.89,2228.32,2715723357.0
2020-07-20,^GSPC,S&P 500,USA,2271.11,2273.81,2270.86,2271.99,1560784233.0
2020-07-21,^GSPC,S&P 500,USA,2253.31,2273.86,2246.24,2264.19,
2020-07-22,^GSPC,S&P 500,USA,2256.94,2275.93,2242.52,2273.39,2523604381.0
2020-07-23,^GSPC,S&P 500,USA,2299.43,2304.62,2281.46,2289.47,4877845038.0
2020-07-24,^GSPC,S&P 500,USA,2250.54,2273.36,2247.74,2260.81,2899978207.0
2020-07-27,^GSPC,S&P 500,USA,2286.88,2297.37,2277.38,2288.66,1230493948.0
2020-07-28,^GSPC,S&P 500,USA,2291.59,2309.88,2275.59,2285.69,3740567855.0
2020-07-29,^GSPC,S&P 500,USA,2306.48,2330.61,2287.2,2316.12,2152080393.0
2020-07-30,^GSPC,S&P 500,USA,2299.51,2302.03,2271.13,2295.17,4765426827.0
2020-07-31,^GSPC,S&P 500,USA,2281.68,2289.2,2257.78,2277.65,2406040215.0
2020-08-03,^GSPC,S&P 500,USA,2272.58,2281.91,2270.65,2278.34,2093197681.0
2020-08-04,^GSPC,S&P 500,USA,2300.21,2315.71,2288.52,2306.37,1976099028.0
2020-08-05,^GSPC,S&P 500,USA,2288.23,2291.87,2282.43,2285.44,4716424964.0
2020-08-06,^GSPC,S&P 500,USA,2259.79,2267.18,2241.19,2264.33,1688763783.0
2020-08-07,^GSPC,S&P 500,USA,2278.03,2288.49,2269.72,2273.66,1676022087.0
2020-08-10,^GSPC,S&P 500,USA,2288.54,2310.88,2283.92,2286.14,1261339617.0
2020-08-11,^GSPC,S&P 500,USA,2276.5,2296.65,2268.76,2285.18,2579804494.0
2020-08-12,^GSPC,S&P 500,USA,2274.08,2283.21,2267.05,2269.07,4421016434.0
2020-08-13,^GSPC,S&P 500,USA,2191.78,2208.68,2172.78,2201.2,2194868810.0
2020-08-14,^GSPC,S&P 500,USA,2177.14,2186.7,2175.35,2185.72,4881888540.0
2020-08-17,^GSPC,S&P 500,USA,2226.44,2246.82,2218.36,2239.0,2363798959.0
2020-08-18,^GSPC,S&P 500,USA,2219.68,2227.27,2215.65,2218.79,2972262983.0
2020-08-19,^GSPC,S&P 500,USA,2205.64,2207.58,2188.98,2200.25,3692838222.0
2020-08-20,^GSPC,S&P 500,USA,2178.91,2185.26,2170.79,2179.99,2103310719.0
2020-08-21,^GSPC,S&P 500,USA,2157.77,2162.51,2148.0,2156.27,2669826949.0
2020-08-24,^GSPC,S&P 500,USA,2170.44,2176.13,2168.78,2174.09,1079050663.0
2020-08-25,^GSPC,S&P 500,USA,2191.45,2192.2,2189.76,2192.05,3872496737.0
2020-08-26,^GSPC,S&P 500,USA,2212.12,2218.39,2200.21,2204.54,4457946017.0
2020-08-27,^GSPC,S&P 500,USA,2189.91,2193.24,2187.19,2192.07,1650947369.0
2020-08-28,^GSPC,S&P 500,USA,2151.1,2185.44,2149.18,2159.68,1841535876.0
2020-08-31,^GSPC,S&P 500,USA,2184.39,2194.09,2171.91,2177.05,3427903976.0
2020-09-01,^GSPC,S&P 500,USA,2181.97,2190.63,2177.7,2180.32,1650026544.0
2020-09-02,^GSPC,S&P 500,USA,2186.22,2212.3,2184.15,2187.04,1250328811.0
2020-09-03,^GSPC,S&P 500,USA,2167.62,2190.04,2167.06,2183.41,2088187976.0
2020-09-04,^GSPC,S&P 500,USA,2165.79,2169.35,2160.07,2164.64,4895104397.0
2020-09-07,^GSPC,S&P 500,USA,2182.05,2189.74,2158.9,2185.01,3687521896.0
2020-09-08,^GSPC,S&P 500,USA,2178.58,2183.95,2162.57,2167.14,4044547589.0
2020-09-09,^GSPC,S&P 500,USA,2196.02,2203.63,2181.71,2192.58,4170953659.0
2020-09-10,^GSPC,S&P 500,USA,2232.42,2243.55,2203.16,2220.12,3683467852.0
2020-09-11,^GSPC,S&P 500,USA,2191.0,2198.49,2185.48,2196.44,2310586379.0
2020-09-14,^GSPC,S&P 500,USA,2214.0,2234.01,2211.95,2216.37,3949415815.0
2020-09-15,^GSPC,S&P 500,USA,2178.74,2184.47,2172.97,2178.93,2170475733.0
2020-09-16,^GSPC,S&P 500,USA,2183.96,2196.7,2183.28,2184.51,3824176240.0
2020-09-17,^GSPC,S&P 500,USA,2195.58,2200.25,2178.71,2189.62,2834883733.0
2020-09-18,^GSPC,S&P 500,USA,2185.92,2198.88,2161.67,2184.76,3646318199.0
2020-09-21,^GSPC,S&P 500,USA,2192.39,2209.27,2180.0,2182.11,3289364804.0
2020-09-22,^GSPC,S&P 500,USA,2199.99,2210.44,2173.93,2209.38,4102977666.0
2020-09-23,^GSPC,S&P 500,USA,2239.96,2244.86,2236.16,2243.68,1451474997.0
2020-09-24,^GSPC,S&P 500,USA,2250.0,2262.26,2240.09,2247.4,2875741592.0
2020-09-25,^GSPC,S&P 500,USA,2221.01,2229.64,2186.81,2227.6,3234013749.0
2020-09-28,^GSPC,S&P 500,USA,2249.06,2257.83,2226.67,2234.41,2440758899.0
2020-09-29,^GSPC,S&P 500,USA,2247.01,2271.11,2242.55,2249.88,4712872730.0
2020-09-30,^GSPC,S&P 500,USA,2297.28,2322.2,2273.52,2298.04,2579483128.0
2020-10-01,^GSPC,S&P 500,USA,2285.69,2305.24,2284.32,2297.54,1118786200.0
2020-10-02,^GSPC,S&P 500,USA,2266.04,2270.19,2257.16,2268.59,2957496966.0
2020-10-05,^GSPC,S&P 500,USA,2258.86,2271.65,2243.12,2267.0,3051096690.0
2020-10-06,^GSPC,S&P 500,USA,2287.72,2302.62,2276.05,2283.5,4280353429.0
2020-10-07,^GSPC,S&P 500,USA,2255.37,2270.37,2254.5,2257.59,4640546328.0
2020-10-08,^GSPC,S&P 500,USA,2276.82,2295.15,2243.92,2289.85,1737163629.0
2020-10-09,^GSPC,S&P 500,USA,2296.4,2315.55,2295.85,2299.34,2090193075.0
2020-10-12,^GSPC,S&P 500,USA,2308.18,2333.03,2302.83,2310.49,3354004108.0
2020-10-13,^GSPC,S&P 500,USA,2351.47,2358.92,2332.27,2342.07,3411058098.0
2020-10-14,^GSPC,S&P 500,USA,2325.44,2327.35,2315.09,2316.57,2903237655.0
2020-10-15,^GSPC,S&P 500,USA,2299.99,2313.1,2288.72,2308.5,3616386774.0
2020-10-16,^GSPC,S&P 500,USA,2338.81,2353.49,2318.48,2349.72,2220714285.0
2020-10-19,^GSPC,S&P 500,USA,2368.72,2370.61,2363.05,2369.37,2359362800.0
2020-10-20,^GSPC,S&P 500,USA,2370.47,2373.86,2355.18,2361.12,1200645754.0
2020-10-21,^GSPC,S&P 500,USA,2349.22,2379.25,2333.89,2341.52,1178989973.0
2020-10-22,^GSPC,S&P 500,USA,2324.31,2347.89,2323.08,2338.82,3990712704.0
2020-10-23,^GSPC,S&P 500,USA,2323.74,2324.18,2299.79,2315.4,4048821260.0
2020-10-26,^GSPC,S&P 500,USA,2310.33,2325.04,2296.68,2324.15,1127800024.0
2020-10-27,^GSPC,S&P 500,USA,2275.35,2288.58,2258.35,2284.24,3645366466.0
2020-10-28,^GSPC,S&P 500,USA,2268.94,2276.98,2262.55,2271.6,2460636487.0
2020-10-29,^GSPC,S&P 500,USA,2307.56,2319.28,2285.4,2309.03,4358435651.0
2020-10-30,^GSPC,S&P 500,USA,2267.52,2274.08,2247.47,2263.57,3233778677.0
2020-11-02,^GSPC,S&P 500,USA,2292.2,2299.63,2277.07,2285.49,4687772683.0
2020-11-03,^GSPC,S&P 500,USA,2272.19,2278.03,2271.43,2276.52,4503317637.0
2020-11-04,^GSPC,S&P 500,USA,2281.22,2281.23,2274.14,2279.3,1968950702.0
2020-11-05,^GSPC,S&P 500,USA,2234.84,2241.1,2219.37,2229.43,2877798099.0
2020-11-06,^GSPC,S&P 500,USA,2223.21,2227.3,2219.55,2220.07,4324187694.0
2020-11-09,^GSPC,S&P 500,USA,2182.16,2197.08,2164.86,2190.23,2963438520.0
2020-11-10,^GSPC,S&P 500,USA,2187.04,2196.92,2174.64,2192.85,2117591304.0
2020-11-11,^GSPC,S&P 500,USA,2192.01,2214.97,2158.65,2189.93,1138224143.0
2020-11-12,^GSPC,S&P 500,USA,2241.36,2241.46,2230.06,2237.1,3254679342.0
2020-11-13,^GSPC,S&P 500,USA,2257.03,2280.94,2248.48,2250.66,4278817126.0
2020-11-16,^GSPC,S&P 500,USA,2298.58,2306.56,2287.27,2291.16,2947202433.0
2020-11-17,^GSPC,S&P 500,USA,2283.24,2299.21,2275.12,2285.26,3162105696.0
2020-11-18,^GSPC,S&P 500,USA,2266.6,2281.82,2246.78,2275.82,1012798988.0
2020-11-19,^GSPC,S&P 500,USA,2240.26,2251.75,2223.56,2251.54,4212072447.0
2020-11-20,^GSPC,S&P 500,USA,2234.32,2247.74,2222.08,2236.61,2986229657.0
2020-11-23,^GSPC,S&P 500,USA,2169.63,2171.26,2167.39,2170.38,3674787594.0
2020-11-24,^GSPC,S&P 500,USA,2139.76,2144.31,2124.53,2135.99,3212165471.0
2020-11-25,^GSPC,S&P 500,USA,2136.99,2141.81,2122.92,2129.85,4896451266.0
2020-11-26,^GSPC,S&P 500,USA,2125.69,2142.53,2122.27,2128.51,4947717362.0
2020-11-27,^GSPC,S&P 500,USA,2143.7,2153.68,2129.92,2145.0,3306102752.0
2020-11-30,^GSPC,S&P 500,USA,2164.11,2178.41,2153.15,2165.08,2910069803.0
2020-12-01,^GSPC,S&P 500,USA,2163.48,2183.28,2147.83,2180.13,2754364942.0
2020-12-02,^GSPC,S&P 500,USA,2171.06,2181.28,2160.89,2166.23,4494903292.0
2020-12-03,^GSPC,S&P 500,USA,2180.51,2201.14,2177.38,2179.22,4816450543.0
2020-12-04,^GSPC,S&P 500,USA,2201.64,2214.22,2163.33,2206.78,2660015275.0
2020-12-07,^GSPC,S&P 500,USA,2217.77,2223.6,2214.8,2215.67,3820911672.0
2020-12-08,^GSPC,S&P 500,USA,2244.08,2260.8,2240.72,2242.52,4473221723.0
2020-12-09,^GSPC,S&P 500,USA,2249.66,2252.54,2215.9,2243.86,4240208533.0
2020-12-10,^GSPC,S&P 500,USA,2242.1,2247.85,2235.72,2238.37,
2020-12-11,^GSPC,S&P 500,USA,2227.62,2248.37,2224.66,2235.31,4524947231.0
2020-12-14,^GSPC,S&P 500,USA,2204.36,2224.76,2198.54,2212.62,2449690011.0
2020-12-15,^GSPC,S&P 500,USA,2150.05,2161.77,2141.87,2153.89,3287438846.0
2020-12-16,^GSPC,S&P 500,USA,2195.78,2200.78,2178.7,2179.79,4992312242.0
2020-12-17,^GSPC,S&P 500,USA,2222.39,2235.01,2191.26,2207.41,4065409507.0
2020-12-18,^GSPC,S&P 500,USA,2213.27,2220.4,2199.39,2216.2,1046832425.0
2020-12-21,^GSPC,S&P 500,USA,2212.4,2227.68,2209.06,2215.25,2907964965.0
2020-12-22,^GSPC,S&P 500,USA,2241.5,2241.58,2224.77,2241.06,3995605038.0
2020-12-23,^GSPC,S&P 500,USA,2180.58,2197.76,2173.89,2192.07,3154287357.0
2020-12-24,^GSPC,S&P 500,USA,2198.72,2236.25,2192.84,2199.42,1325954056.0
2020-12-25,^GSPC,S&P 500,USA,2183.4,2192.64,2169.62,2188.53,3858203195.0
2020-12-28,^GSPC,S&P 500,USA,2194.28,2228.42,2186.98,2198.94,4316009044.0
2020-12-29,^GSPC,S&P 500,USA,2184.76,2187.25,2183.02,2186.29,4289854415.0
2020-12-30,^GSPC,S&P 500,USA,2211.3,2222.62,2202.52,2211.68,3639707702.0
2020-12-31,^GSPC,S&P 500,USA,2199.46,2213.71,2195.65,2197.68,4907855943.0
2021-01-01,^GSPC,S&P 500,USA,2154.7,2174.35,2153.59,2166.36,4732818021.0
2021-01-04,^GSPC,S&P 500,USA,2173.11,2184.41,2164.08,2170.77,1013624570.0
2021-01-05,^GSPC,S&P 500,USA,2178.33,2190.76,2167.91,2173.55,3750086796.0
2021-01-06,^GSPC,S&P 500,USA,2165.44,2179.94,2160.45,2163.5,1731109023.0
2021-01-07,^GSPC,S&P 500,USA,2156.81,2184.64,2150.28,2170.65,1030952755.0
2021-01-08,^GSPC,S&P 500,USA,2217.05,2222.66,2202.18,2216.48,3688719517.0
2021-01-11,^GSPC,S&P 500,USA,2213.17,2225.89,2199.28,2214.15,3151029723.0
2021-01-12,^GSPC,S&P 500,USA,2197.73,2197.78,2175.92,2188.5,3496775424.0
2021-01-13,^GSPC,S&P 500,USA,2178.74,2182.09,2156.1,2168.94,3919059302.0
2021-01-14,^GSPC,S&P 500,USA,2178.52,2192.52,2173.11,2188.46,4547863924.0
2021-01-15,^GSPC,S&P 500,USA,2209.01,2235.12,2206.85,2218.62,2028878666.0
2021-01-18,^GSPC,S&P 500,USA,2241.52,2255.17,2216.17,2237.21,3696206426.0
2021-01-19,^GSPC,S&P 500,USA,2222.72,2244.41,2212.66,2228.19,2230841457.0
2021-01-20,^GSPC,S&P 500,USA,2236.28,2247.36,2223.11,2234.89,4020712300.0
2021-01-21,^GSPC,S&P 500,USA,2205.97,2210.46,2186.04,2205.05,4302106321.0
2021-01-22,^GSPC,S&P 500,USA,2182.36,2203.36,2179.43,2200.84,1440417410.0
2021-01-25,^GSPC,S&P 500,USA,2221.82,2237.92,2214.02,2217.26,1888853051.0
2021-01-26,^GSPC,S&P 500,USA,2209.18,2225.67,2196.93,2206.44,1560282049.0
2021-01-27,^GSPC,S&P 500,USA,2195.97,2199.1,2188.01,2192.09,4208135803.0
2021-01-28,^GSPC,S&P 500,USA,2218.67,2236.52,2211.69,2224.2,4673259430.0
2021-01-29,^GSPC,S&P 500,USA,2227.58,2231.34,2225.68,2227.99,2162140868.0
2021-02-01,^GSPC,S&P 500,USA,2247.65,2258.61,2243.4,2250.4,2812376909.0
2021-02-02,^GSPC,S&P 500,USA,2276.12,2290.13,2256.96,2266.28,2385157940.0
2021-02-03,^GSPC,S&P 500,USA,2282.65,2289.83,2249.93,2282.09,4578486292.0
